Smik_1	188471
Smik_2	788170
Smik_3	311108
Smik_4	1444590
Smik_5	567059
Smik_6	801748
Smik_7	628517
Smik_8	500793
Smik_9	418555
Smik_10	702533
Smik_11	654555
Smik_12	998246
Smik_13	899821
Smik_14	731595
Smik_15	1013536
Smik_16	800826
Smik_17	32170
Smik_18	26683
Smik_19	21169
Smik_20	16481
Smik_21	16187
Smik_22	13175
Smik_23	10223
Smik_24	9581
Smik_25	9415
Smik_26	9243
Smik_27	9096
Smik_28	9008
Smik_29	6314
Smik_30	5206
Smik_31	4625
Smik_32	4576
Smik_33	4555
Smik_34	4526
Smik_35	4152
Smik_36	3562
Smik_37	3250
Smik_38	3187
Smik_39	2970
Smik_40	2874
Smik_41	2810
Smik_42	2586
Smik_43	2471
Smik_44	2310
Smik_45	2272
Smik_46	2085
Smik_47	2048
Smik_48	2001
Smik_49	1766
Smik_50	1758
Smik_51	1647
Smik_52	1622
Smik_53	1553
Smik_54	1414
Smik_55	1404
Smik_56	1361
Smik_57	1326
Smik_58	1263
Smik_59	1214
Smik_60	1119
Smik_61	1090
Smik_62	1078
Smik_63	1058
Smik_64	1040
Smik_65	1027
Smik_66	993
Smik_67	982
Smik_68	967
Smik_69	945
Smik_70	920
Smik_71	911
Smik_72	897
Smik_73	884
Smik_74	873
Smik_75	855
Smik_76	849
Smik_77	845
Smik_78	839
Smik_79	839
Smik_80	826
Smik_81	818
Smik_82	815
Smik_83	799
Smik_84	782
Smik_85	776
Smik_86	766
Smik_87	765
Smik_88	763
Smik_89	755
Smik_90	735
Smik_91	719
Smik_92	719
Smik_93	703
Smik_94	692
Smik_95	690
Smik_96	678
Smik_97	676
Smik_98	668
Smik_99	633
Smik_100	632
Smik_101	627
Smik_102	621
Smik_103	621
Smik_104	603
Smik_105	596
Smik_106	595
Smik_107	595
Smik_108	585
Smik_109	578
Smik_110	578
Smik_111	575
Smik_112	562
Smik_113	555
Smik_114	547
Smik_115	545
Smik_116	545
Smik_117	544
Smik_118	543
Smik_119	535
Smik_120	533
Smik_121	508
Smik_122	503
Smik_123	501
Smik_124	501
