lwal_23	1663270
lwal_27	1405180
lwal_26	1307555
lwal_47	1216980
lwal_33	1211868
lwal_55	1178511
lwal_56	1175970
lwal_14	844007
lwal_34	284330
lwal_0	196274
lwal_12	42505
lwal_6	35930
lwal_8	28339
lwal_39	16219
lwal_54	15234
lwal_2	11008
lwal_17	10420
lwal_4	10365
lwal_60	10152
lwal_46	9742
lwal_38	9582
lwal_22	9334
lwal_5	9229
lwal_20	8619
lwal_42	8354
lwal_11	7431
lwal_28	7284
lwal_49	7143
lwal_53	6635
lwal_37	6576
lwal_13	6492
lwal_48	6341
lwal_19	6292
lwal_30	6231
lwal_9	6210
lwal_3	6059
lwal_18	5842
lwal_52	5771
lwal_51	5735
lwal_10	5694
lwal_63	5690
lwal_59	5627
lwal_24	5499
lwal_58	5460
lwal_41	5428
lwal_45	5395
lwal_1	5394
lwal_25	5365
lwal_62	5304
lwal_36	5272
lwal_40	5250
lwal_44	5142
lwal_29	5119
lwal_21	5110
lwal_31	4998
lwal_57	4985
lwal_32	4878
lwal_50	4865
lwal_35	4769
lwal_61	4541
lwal_43	4339
lwal_16	4323
lwal_15	4043
lwal_7	3258
